"","LRT_Lat","LRT_Lon"
"1026",37.521461,-122.021686
"1027",33.748282,-117.858665
"1028",37.874624,-121.1833
"1029",38.593456,-121.23746
"1030",35.381379,-119.054436
"1031",37.63764,-120.970776
"1032",38.005726,-122.089608
"1033",37.20998,-121.89945
"1034",34.278864,-119.146854
"1035",34.920451,-120.446125
"1036",21.3042,-158.1078
"1037",NA,NA
"1038",34.024558,-117.944656
"1039",33.422834,-112.092904
"1040",NA,NA
"1041",38.94942,-122.801205
"1042",38.184111,-121.84283
"1043",33.78569,-118.182811
"1044",38.017189,-122.074874
"1045",37.399607,-121.93377
"1046",33.9418,-118.065483
"1047",33.918427,-118.048003
"1048",34.029833,-117.796274
"1049",36.8249,-121.3236
"1050",34.035062,-117.988878
"1051",34.089561,-117.505584
"1052",33.853163,-117.919892
"1053",NA,NA
"1054",34.425171,-118.639475
"1055",38.332616,-122.722994
"1056",33.868835,-117.915409
"1057",34.420971,-119.68311
"1058",38.01749,-122.13808
"1059",33.752133,-117.993899
"1060",37.964683,-122.511629
"1061",34.040619,-117.558366
"1062",33.75821,-118.23951
"1063",38.10244,-122.256708
"1064",NA,NA
"1065",38.303389,-122.278361
"1066",33.960553,-117.447477
"1067",35.64883,-117.640617
"1068",34.03333,-118.10555
"1069",34.142399,-118.002888
"1070",36.528718,-121.414103
"1071",34.54707,-112.449836
"1072",37.3787,-122.0225
"1073",37.820044,-122.287561
"1074",34.235681,-119.194376
"1075",36.8026,-121.6186
"1076",34.324967,-119.29324
"1077",33.96972,-118.04222
"1078",NA,NA
"1079",33.406226,-112.109203
"1080",33.716671,-117.719131
"1081",33.692034,-117.939003
"1082",32.602718,-117.016659
"1083",34.018,-118.213
"1084",34.997433,-110.33908
"1085",38.098351,-122.125276
"1086",34.09997,-117.97105
"1087",37.591933,-122.010494
"1088",33.958429,-118.182342
"1089",34.01533,-118.228871
"1090",38.030956,-121.87564
"1091",37.990462,-122.073093
"1092",NA,NA
"1093",37.504857,-122.212177
"1094",NA,NA
"1095",34.024529,-118.033682
"1096",NA,NA
"1097",33.71291,-117.995435
"1098",38.571463,-121.258073
"1099",34.304634,-119.293748
"1100",38.166364,-122.579191
"1101",39.520355,-119.629379
"1102",37.7531,-121.7229
"1103",33.957952,-118.376611
"1104",37.476059,-122.130378
"1105",33.288889,-111.957222
"1106",34.006375,-118.096407
"1107",37.610874,-121.047083
"1108",38.515106,-121.194519
"1109",38.005726,-122.089608
"1110",34.059145,-117.484754
"1111",36.599912,-119.456762
"1112",32.55737,-116.932343
"1113",32.83582,-117.15236
"1114",37.703381,-122.169072
"1115",33.095,-117.209
"1116",34.132114,-118.002161
"1117",33.9669,-117.07448
"1118",38.497514,-121.454933
"1119",34.429377,-118.444272
"1120",36.911686,-121.807407
"1121",34.151307,-118.196423
"1122",NA,NA
"1123",33.994033,-118.215406
"1124",34.131357,-114.273581
"1125",34.280793,-118.796362
"1126",38.2733,-121.9607
"1127",33.142283,-117.192297
"1128",33.406886,-112.098154
"1129",33.691977,-117.852603
"1130",33.837513,-118.31251
"1131",32.543994,-114.61865
"1132",34.038631,-117.823068
"1133",33.953471,-118.0656
"1134",33.175131,-112.66681
"1135",33.918305,-118.274305
"1136",33.286732,-111.960059
"1137",34.027897,-117.457005
"1138",NA,NA
"1139",33.695281,-117.822575
"1140",32.862911,-117.027864
"1141",34.818418,-118.750625
"1142",37.831034,-122.290632
"1143",37.49611,-121.987571
"1144",34.047337,-118.318122
"1145",NA,NA
"1146",37.634075,-122.397125
"1147",33.716808,-112.071004
"1148",36.767699,-116.692791
"1149",NA,NA
"1150",31.565624,-110.366633
"1151",34.167842,-118.834368
"1152",33.447129,-112.183764
"1153",34.120529,-117.937695
"1154",37.949124,-122.364882
"1155",32.337697,-111.07639
"1156",34.747763,-118.12109
"1157",33.868643,-118.283777
"1158",39.531072,-119.798021
"1159",33.420387,-112.099752
"1160",33.691012,-112.104884
"1161",33.743637,-116.35826
"1162",33.723717,-117.850399
"1163",34.106595,-117.972011
"1164",37.966372,-122.392883
"1165",34.114224,-117.921758
"1166",36.713371,-119.763416
"1167",33.788856,-117.45922
"1168",34.002956,-117.686817
"1169",33.835415,-118.236242
"1170",35.200356,-119.559251
"1171",33.515658,-112.168545
"1172",39.60922,-119.210524
"1173",33.425598,-111.995182
"1174",45.35231,-122.58161
"1175",47.633364,-122.380709
"1176",47.270198,-122.391888
"1177",47.4175,-122.237
"1178",47.2691,-122.392
"1179",45.57652,-122.336671
"1180",46.584399,-120.495938
"1181",NA,NA
"1182",47.448377,-122.055852
"1183",47.940262,-122.238435
"1184",45.6225,-120.253888
"1185",44.6989,-123.2335
"1186",45.615901,-120.23891
"1187",43.206,-124.3157
"1188",45.04799,-122.9622
"1189",NA,NA
"1190",47.667408,-122.10862
"1191",46.02191,-122.85698
"1192",47.537228,-122.317826
"1193",47.589,-122.322
"1194",47.269941,-122.390147
"1195",47.992104,-122.175908
"1196",45.744554,-119.624137
"1197",45.584256,-122.408314
"1198",47.264243,-122.360172
"1199",46.157035,-123.407836
"1200",64.799287,-147.77819
"1201",45.5126,-122.4539
"1202",43.98,-123.0069
"1203",47.6875,-117.27944
"1204",48.8455,-122.7055
"1205",46.112125,-122.938601
"1206",44.0421,-123.0471
"1207",45.565202,-122.749014
"1208",45.3699,-122.5894
"1209",45.614039,-122.75281
"1210",46.139701,-122.997823
"1211",47.214764,-122.336478
"1212",47.475,-122.256
"1213",46.249861,-119.042778
"1214",47.095,-122.2878
"1215",46.34436,-119.29693
"1216",48.093704,-122.795725
"1217",47.335283,-122.227503
"1218",47.648484,-122.341699
"1219",47.536519,-122.3369
"1220",47.626529,-117.504278
"1221",46.564831,-122.270382
"1222",45.83611,-119.45
"1223",47.412042,-122.230527
"1224",NA,NA
"1225",46.2779,-119.275
"1226",43.051389,-116.251111
"1227",46.5847,-119.395
"1228",NA,NA
"1229",47.57444,-122.54805
"1230",45.561,-121.1353
"1231",46.998,-120.56
"1232",45.653172,-122.736487
"1233",45.562294,-122.704365
"1234",46.0739,-118.33
"1235",45.3322,-122.7823
